ISBN,Título,Precio,Autores,Colecciones,Editoriales,Series,Fecha de venta,Formato,Páginas,Nombre Imagen
9788417820596,LOVE AT FOURTEEN 02,8.5,Fuka Mizutani,CÓMIC MANGA,Milky Way Ediciones,LOVE AT FOURTEEN,25/10/2019,Rústica con sobrecubierta,196,love_at_fourteen_2.jpg
9788417820619,BLUE PERIOD 01,8.5,Tsubasa Yamaguchi,CÓMIC MANGA,Milky Way Ediciones,BLUE PERIOD,25/10/2019,Rústica con sobrecubierta,224,blue_period_1.jpg
9788417820657,NUESTRA SALVAJE JUVENTUD 05,8.0,"Mari Okada, Nao Emoto",CÓMIC MANGA,Milky Way Ediciones,NUESTRA SALVAJE JUVENTUD,25/10/2019,Rústica con sobrecubierta,164,salvaje_juventud_3.jpg
9788417820671,BEASTARS 09,8.0,Paru Itagaki,CÓMIC MANGA,Milky Way Ediciones,BEASTARS,25/10/2019,Rústica con sobrecubierta,200,beastars_9.jpg
9788417820640,GIVEN 03,8.5,Natsuki Kizu,CÓMIC MANGA,Milky Way Ediciones,GIVEN,25/10/2019,Rústica con sobrecubierta,162,given_3_1.jpg
9788417820589,KILLING STALKING 01,10.0,Koogi,CÓMIC MANGA,Milky Way Ediciones,KILLING STALKING,25/10/2019,Rústica con sobrecubierta,240,killing_stalking_1.jpg
9788417820497,THE GOLDEN SHEEP 01,8.5,Kaori Ozaki,CÓMIC MANGA,Milky Way Ediciones,THE GOLDEN SHEEP,25/10/2019,Rústica con sobrecubierta,232,golden_sheep_1.jpg
9788417820657,NUESTRA SALVAJE JUVENTUD 05 (Portada alternativa),8.0,"Mari Okada, Nao Emoto",CÓMIC MANGA,Milky Way Ediciones,NUESTRA SALVAJE JUVENTUD,25/10/2019,Rústica con sobrecubierta,164,alt_juventud.jpg
9788417820688,BAKEMONOGATARI 06,8.5,"Nisioisin, Oh! Great",CÓMIC MANGA,Milky Way Ediciones,BAKEMONOGATARI,25/10/2019,Rústica con sobrecubierta,192,bakemonogatari_6.jpg
9788417820541,KAMISAMA NO JOKER 02,8.5,"Michiharu Kusunoki, Mizu Sahara",CÓMIC MANGA,Milky Way Ediciones,KAMISAMA NO JOKER,25/10/2019,Rústica con sobrecubierta,168,kamisama_joker_2.jpg
9788413342030,EL MARIDO DE MI HERMANO 01,15.95,Gengoroh Tagame,CÓMIC MANGA,Panini Comics,EL MARIDO DE MI HERMANO,24/10/2019,Rústica con sobrecubierta,360,el-marido-de-mi-hermano-n-1.jpg
9788418061486,BATTLE ROYALE DELUXE 01,14.0,"Koushun Takami, Masayuki Taguchi",CÓMIC MANGA,Ivréa,BATTLE ROYALE DELUXE,24/10/2019,Rústica con sobrecubierta,400,battle-royale-deluxe-01.jpg
9788413341309,MARVEL EN LOS ANOS 00: ACAPARANDO TITULARES (DECADAS MARVEL),24.0,"Andy Kubert, Brian Michael Bendis, Bryan Hitch, Mark Bagley, Mark Millar, Paul Jenkins",MARVEL COMICS,Panini Comics,DECADAS MARVEL,24/10/2019,Cartoné,232,marvel-decadas-n-7-marvel-en-los-a_os-00-acaparando-titulares.jpg
9788413340999,GANDHI: LA BESTIA INTERIOR,16.0,"Antonio Rojo, Michalski",CÓMIC USA,Panini Comics,GANDHI,24/10/2019,Cartoné,128,gandhi-la-bestia-interior.jpg
9788413341125,DRAGONERO 04: MAS ALLA DE ERONDAR,16.0,"Emanuele Gizzi, Fabrizio Galliccia, Gianluca Gugliotta, Manolo Morrone, Stefano Vietti",CÓMIC EUROPEO,Panini Comics,DRAGONERO,24/10/2019,Cartoné,128,dragonero-mas-alla-de-erondar.jpg
9788417575359,ORTEGA Y PACHECO DELUXE 04,24.0,Pedro Vera,CÓMIC EUROPEO,Caramba Cómics,ORTEGA Y PACHECO,24/10/2019,Cartoné,200,ortega-y-pacheco-deluxe-vol-4.jpg
9788417318505,SHANGAI DREAM,25.0,"Jorge Miguel, Philippe Thirault",CÓMIC EUROPEO,Ponent Mon,SHANGAI DREAM,24/10/2019,Cartoné,112,shangai_dream.jpg
9788417318512,LAS SOMBRAS DE CONSTANTINOPLA,25.0,"Fred Duval, Igor Kordey, Jean-Pierre Pecau, Yana Adamovic",CÓMIC EUROPEO,Ponent Mon,LAS SOMBRAS DE CONSTANTINOPLA,24/10/2019,Cartoné,128,sombras_constantinopla.jpg
9788417989095,LA BATALLA DE ESQUIZO,15.0,Manuel García,CÓMIC EUROPEO,Nuevo Nueve,LA BATALLA DE ESQUIZO,24/10/2019,Rústica con solapas,88,batalla_esquizo.jpg
9788492615285,!SOCORRO!,19.9,Roberta Vázquez,CÓMIC EUROPEO,APA-APA CÓMICS,!SOCORRO!,24/10/2019,Cartoné,96,socorro.jpg
9788469626214,ASTERIX 38: LA HIJA DE VERCINGETORIX,9.95,"Didier Conrad, Jean-Yves Ferri",CÓMIC EUROPEO,Salvat,ASTERIX,24/10/2019,Cartoné,48,asterix_38.jpg
9788418061349,GUNNM: LAST ORDER 09,15.0,Yukito Kishiro,CÓMIC MANGA,Ivréa,GUNNM LAST ORDER,24/10/2019,Rústica con sobrecubierta,400,last_order_9.jpg
9788418061424,LOVE HINA 05 (Edicion deluxe),14.0,Ken Akamatsu,CÓMIC MANGA,Ivréa,LOVE HINA,24/10/2019,Rústica,400,love-hina-edicion-deluxe-05.jpg
9788413341323,PRODIGY: EL MAL EN LA TIERRA,18.0,"Mark Millar, Rafael Albuquerque",CÓMIC USA,Panini Comics,BIBLIOTECA MILLARWORLD,24/10/2019,Cartoné,168,prodigy.jpg
9788413341354,HUNTER X HUNTER 36,7.95,Yoshihiro Togashi,CÓMIC MANGA,Panini Comics,HUNTER X HUNTER,24/10/2019,Rústica con sobrecubierta,208,hunter-x-hunter-n-36.jpg
9788417957056,SONORA (INTEGRAL),36.0,"Benoit Dellac, Jean-Pierre Pécau",CÓMIC EUROPEO,Yermo Ediciones,SONORA,24/10/2019,Cartoné,176,sonora.jpg
9788417617240,HECHIZO TOTAL,24.95,Simon Hanselmann,CÓMIC EUROPEO,Fulgencio Pimentel,HECHIZO TOTAL,24/10/2019,Cartoné,176,hechizo_total.jpg
9788413341392,BANANA FISH 01,15.95,Akimi Yoshida,CÓMIC MANGA,Panini Comics,BANANA FISH,24/10/2019,Rústica con sobrecubierta,376,banana-fish-n-1.jpg
9788417442491,EL HIJO DEL DIABLO,13.9,Hideshi Hino,CÓMIC MANGA,La Cúpula,EL HIJO DEL DIABLO,24/10/2019,Rústica con solapas,264,el-hijo-del-diablo.jpg
9788417442514,30 MILLONES,17.9,Ángel Mosquito,CÓMIC EUROPEO,La Cúpula,30 MILLONES,24/10/2019,Rústica con solapas,144,30-millones.jpg
9788413341118,EL VIEJO Y EL NARCO,13.0,"Chris Bachalo, Max Vento, Peter David, Ricardo Vilbor",CÓMIC USA,evolution comics,EL VIEJO Y EL NARCO,24/10/2019,Cartoné,64,el-viejo-y-el-narco.jpg
9788416435463,EL CAMINO PERDIDO,22.0,Amélie Fléchias,CÓMIC EUROPEO,Kraken,EL CAMINO PERDIDO,24/10/2019,Cartoné,102,el_camino_perdido.jpg
9788417649296,FANTASTIC WORLD 01,19.95,Ryo Hirano,CÓMIC MANGA,HÉROES DE PAPEL,FANTASTIC WORLD,24/10/2019,Rústica con solapas,282,fantastic-world.jpg
9788412089615,VERGUENZA Y OLVIDO,26.0,"Alex Macho, Garluk, Harriet",CÓMIC EUROPEO,Harriet Ediciones,VERGUENZA Y OLVIDO,24/10/2019,Cartoné,112,verguenza-y-olvido.jpg
9788417318574,ARS MAGNA,34.0,Milan Jovanovic,CÓMIC EUROPEO,Ponent Mon,ARS MAGNA,24/10/2019,Cartoné,160,ars_magna.jpg
9788417318550,KERSTEN: MEDICO DE HIMMLER ,24.0,"Fabien Bedouel, Patrice Perna",CÓMIC EUROPEO,Ponent Mon,KERSTEN: MEDICO DE HIMMLER,24/10/2019,Cartoné,96,kersten.jpg
9788412098518,V2LUPI,11.9,Coke Navarro,CÓMIC EUROPEO,El refugio,V2LUPI,24/10/2019,Grapa,32,v2lupi.jpg
9788417318543,MICHIGAN,22.0,"Julien Frey, Lucas Varela",CÓMIC EUROPEO,Ponent Mon,MICHIGAN,24/10/2019,Cartoné,144,michigan.jpg
9788469626221,ASTERIX 38: LA FILLA DE VERCINGETORIX (Edicion en catala),9.95,"Didier Conrad, Jean-Yves Ferri",CÓMIC EUROPEO,Salvat,ASTERIX,24/10/2019,Cartoné,48,asterix_38_catala.jpg
9788413341347,ORIGIN 07,7.95,Boichi,CÓMIC MANGA,Panini Comics,ORIGIN,24/10/2019,Rústica con sobrecubierta,192,origin_7.jpg
9788413341378,SPICE AND WOLF 03,15.0,"Isuna Hasekura, Keito Koume",CÓMIC MANGA,Panini Comics,SPICE AND WOLF,24/10/2019,Rústica con sobrecubierta,368,spice-and-wolf-n-03.jpg
9788413341361,BLAZER DRIVE 03,7.95,Seishi Kishimoto,CÓMIC MANGA,Panini Comics,BLAZER DRIVE,24/10/2019,Rústica con sobrecubierta,192,blazer-drive-n-3.jpg
9788413341262,STAN LEE VISITA EL UNIVERSO MARVEL,30.0,"Alan Davis, Joss Whedon, Olivier Coipel, Stan Lee",MARVEL COMICS,Panini Comics,STAN LEE VISITA EL UNIVERSO MARVEL,24/10/2019,Cartoné,240,stan_lee_visita_universo_marvel.jpg
9788413341408,YUNA DE LA POSADA YURAGI 01,7.95,Tadahiro Miura,CÓMIC MANGA,Panini Comics,YUNA DE LA POSADA YURAGI,24/10/2019,Rústica con sobrecubierta,192,yuna-de-la-posada-yuragi-ghost-inn-n-1.jpg
9788491740087,SAMURAI 8: LA LEYENDA DE HACHIMARU  No 01,2.95,"Akira Okubo, Masashi Kishimoto",CÓMIC MANGA,Planeta Cómic,SAMURAI 8: LA LEYENDA DE HACHIMARU,22/10/2019,Rústica con sobrecubierta,202,samurai_8.jpg
9788427046238,ANIME MIND 03: DISTORED SOUL,14.9,Kalathras,CÓMIC MANGA,Martínez Roca,ANIME MIND,22/10/2019,Rústica con sobrecubierta,192,anime_mind_3.jpg
9788491741008,PARASYTE 01 (Edicion Promo Shonen),2.95,Hitoshi Iwaaki,CÓMIC MANGA,Planeta Cómic,PARASYTE (Edicion Promo Shonen),22/10/2019,Rústica,276,parasyte_promo.jpg
9788491739425,KINGDOM HEARTS II No01 (Edicion Promo Shonen),1.95,Shiro Amano,CÓMIC MANGA,Planeta Cómic,KINGDOM HEARTS II (Edicion Promo Shonen),22/10/2019,Rústica,208,kingdom_hearts_promo.jpg
9788418026874,EL RELOJ DEL JUICIO FINAL 05 (de 12),2.95,"Gary Frank, Geoff Johns",UNIVERSO DC,ECC Ediciones,EL RELOJ DEL JUICIO FINAL,22/10/2019,Grapa,32,reloj_final_5.jpg
9788418026898,BATMAN: ?QUE LE SUCEDIO AL CRUZADO DE LA CAPA? (R.I.P. PARTE 06),17.95,"Andy Kubert, Bernie Mireault, Mark Buckingham, Mike Hoffman, Neil Gaiman, Simon Bisley",UNIVERSO DC,ECC Ediciones,BATMAN DE GRANT MORRISON,22/10/2019,Cartoné,144,batman_cruzado_capa.jpg
9788418026942,!SCOOBY-DOO! Y SUS AMIGOS 04: SIMPLEMENTE MARAVILLOSOS (Edicion en Tomo),5.95,"Dario Brizuela, Sholly Fisch","KODOMO, UNIVERSO DC",ECC Ediciones,!SCOOBY-DOO Y SUS AMIGOS! (Edicion en tomo),22/10/2019,Rústica,72,scooby_tomo_4..jpg
9788418026966,INDIGNO DE SER HUMANO 02 (de 03),9.95,Junji Ito,CÓMIC MANGA,ECC Ediciones,INDIGNO DE SER HUMANO,22/10/2019,Rústica,200,indigno_humano_2.jpg
9788417960780,BATMAN: ESPEJO OSCURO (Edicion deluxe),39.0,"Francesco Francavilla, Jock, Scott Snyder",UNIVERSO DC,ECC Ediciones,BATMAN: ESPEJO OSCURO,22/10/2019,Cartoné,320,espejo_oscuro_deluxe.jpg
9788491741015,LA ABUELA Y SU GATO GORDO 01 (Edicion Promo Shonen),1.95,Konami Kanata,CÓMIC MANGA,Planeta Cómic,LA ABUELA Y SU GATO GORDO (Edicion Promo Shonen),22/10/2019,Rústica,170,abuela_gato_gordo.jpg
9788491740995,DORAEMON 01 (Edicion Promo Shonen),2.95,Fujiko F.Fujio,CÓMIC MANGA,Planeta Cómic,DORAEMON (Edicion Promo Shonen),22/10/2019,Rústica,160,doraemon_promo.jpg
9788491740971,DAYTIME SHOOTING STAR 01 (Edicion Promo Shonen),1.95,Mika Yamamori,CÓMIC MANGA,Planeta Cómic,DAYTIME SHOOTING STAR (Edicion Promo Shonen),22/10/2019,Rústica,200,daytime_promo.jpg
9788418026850,EL BATMAN QUE RIE 06 (de 07),2.95,"Eduardo Risso, James Tynion IV, Scott Snyder",UNIVERSO DC,ECC Ediciones,EL BATMAN QUE RIE,22/10/2019,Grapa,32,batman_rie_6.jpg
9788418026881,YOUNG JUSTICE 05,2.25,"Brian Michael Bendis, Evan Shaner, John Timms, Kris Anka",UNIVERSO DC,ECC Ediciones,YOUNG JUSTICE,22/10/2019,Grapa,24,young_justice_5.jpg
9788418026935,LAS AVENTURAS DE BATMAN 10 (Kodomo),2.25,"Kelley Puckett, Mike Parobeck","KODOMO, UNIVERSO DC",ECC Ediciones,LAS AVENTURAS DE BATMAN,22/10/2019,Grapa,24,aventuras_batman_20..jpg
9788418026959,PERSONA 3 No 03 (de 11),7.95,"Atlus, Shuji Sogabe",CÓMIC MANGA,ECC Ediciones,PERSONA 3,22/10/2019,Rústica con sobrecubierta,162,persona_3_3.jpg
9788418026904,GREEN LANTERN / EL PLANETA DE LOS SIMIOS (Edicion integral),18.95,"Barnaby Bagenda, Justin Jordan, Robbie Thompson",UNIVERSO DC,ECC Ediciones,GREEN LANTERN / EL PLANETA DE LOS SIMIOS (Edicion integral),22/10/2019,Cartoné,160,lantern_simios.jpg
9788417871673,CENTAURUS 01: TIERRA PROMETIDA,10.95,"Leo Rodolphe, Zoran Janjetov",CÓMIC EUROPEO,ECC Ediciones,CENTAURUS,22/10/2019,Cartoné,48,centaurus_1.jpg
9788402423061,MAGOS DEL HUMOR 201: !FELICES FIESTAAAS! (MORTADELO Y FILEMON),14.9,Francisco Ibáñez,MAGOS DEL HUMOR,Bruguera,MORTADELO Y FILEMON (MAGOS DEL HUMOR),21/10/2019,Cartoné,48,mortadelo_fiestas.jpg
9788402423054,MAGOS DEL HUMOR 54: BONES FESTEESE! (MORTADELO Y FILEMON) (Edicio en catala),14.9,Francisco Ibáñez,MAGOS DEL HUMOR,Bruguera,MORTADELO Y FILEMON (MAGOS DEL HUMOR),21/10/2019,Cartoné,48,mortadelo_festes.jpg
9788417247607,ARDE MADRID,24.95,,CÓMIC EUROPEO,Random Cómics,.HACK,21/10/2019,Cartoné,144,arde_madrid.jpg
9788467935325,GUARDIANES DE LA NOCHE 01,8.0,Koyoharu Gotouge,CÓMIC MANGA,NORMA Editorial,GUARDIANES DE LA NOCHE,17/10/2019,Rústica con sobrecubierta,192,guardianes_noche_8.jpg
9788413341255,ASGARDIANOS DE LA GALAXIA 02: LA GUERRA DE LOS REINOS,12.5,"Cullen Bunn, Matteo Buffagni, Matteo Lolli",MARVEL COMICS,Panini Comics,ASGARDIANOS DE LA GALAXIA,17/10/2019,Rústica,120,asgardianos_galaxia_2.jpg
9788413341200,ULTIMATE SPIDERMAN 04: VENENO (Ultimate Integral),30.0,"Brian Michael Bendis, Mark Bagley",MARVEL COMICS,Panini Comics,ULTIMATE INTEGRAL: SPIDERMAN,17/10/2019,Cartoné,288,ultimate_spiderman_4.jpg
9788413341187,LAS HISTORIAS JAMAS CONTADAS DE LA PATRULLA-X 01 (Marvel gold),39.95,"Arthur Adams, Chris Claremont, John Bolton",MARVEL COMICS,Panini Comics,LAS HISTORIAS JAMAS CONTADAS DE LA PATRULLA-X (Marvel gold),17/10/2019,Cartoné,504,historias_jamas_contadas.jpg
977169537700500050,REVISTA AMANIACO 50: ESPECIAL CUENTOS,6.0,Varios autores,CÓMIC EUROPEO,Amaníaco Ediciones,REVISTA AMANIACO,17/10/2019,Rústica,74,amaniaco_50.jpg
9788418061332,JOJO'S BIZARRE ADVENTURE. PARTE 4: DIAMOND IS UNBREAKABLE 12,12.0,Hirohiko Araki,CÓMIC MANGA,Ivréa,JOJO'S BIZARRE ADVENTURE,17/10/2019,Rústica con sobrecubierta,400,jojo_12.jpg
9788418061370,WE NEVER LEARN 03,8.0,Taishi Tsutsui,CÓMIC MANGA,Ivréa,WE NEVER LEARN,17/10/2019,Rústica con sobrecubierta,200,never_learn_3.jpg
9788417957087,ELFOS 09: LA SANGRE NEGRA DE LOS SILVANOS / ALYANA,25.0,"Istin, Kyko Duarte, Marc Hadrien, Popescu",CÓMIC EUROPEO,Yermo Ediciones,ELFOS,17/10/2019,Cartoné,112,elfos_9.jpg
9788416703623,LA IRA DE BAHAMUT: TWIN HEADS 01,8.95,"Ryota-H, Takamaru Semikawa",CÓMIC MANGA,Ediciones Babylon,LA IRA DE BAHAMUT,17/10/2019,Rústica con sobrecubierta,162,bahamut.jpg
9788417956295,AGENTE SECRETO X-9: EL VALLE DEL MONSTRUO (1970-1972),29.9,"Al Williamson, Archie Goodwin",CÓMIC EUROPEO,Dolmen,AGENTE SECRETO X-9,17/10/2019,Cartoné,192,agente_secreto_2.jpg
9788412009224,ADICCION,16.0,"Aintzane Landa, Josep Busquet, Pedro J. Colombo",CÓMIC EUROPEO,Grafito Editorial,ADICCION,17/10/2019,Rústica con solapas,96,adiccion.jpg
9788417956226,CABEZONES REUNIDOS: EL CABZEON DEL INFINITO,15.0,Enrique V. Vegas,CÓMIC EUROPEO,Dolmen,CABEZONES REUNIDOS: EL CABZEON DEL INFINITO,17/10/2019,Cartoné con sobrecubierta,104,cabezon_infinito.jpg
9788417442521,CECIL Y JORDAN EN NUEVA YORK (2aEdicion),15.5,Gabrielle Bell,CÓMIC USA,La Cúpula,CECIL Y JORDAN EN NUEVA YORK,17/10/2019,Rústica con solapas,160,cecil_jordan_1.jpg
9788413341194,THOR DE JASON AARON 02: EL MALDITO (Marvel Now! Deluxe),32.0,Ron Garney,MARVEL COMICS,Panini Comics,THOR DE JASON AARON,17/10/2019,Cartoné,312,thor_2_2.jpg
9788413341231,INVASORES 01: FANTASMAS DE GUERRA,14.5,"Butch Guice, Carlos Magno, Chip Zdarsky",MARVEL COMICS,Panini Comics,INVASORES,17/10/2019,Rústica,144,invasores.jpg
9788413341132,SPIDERMAN / MASACRE: LA CRISIS DE LA DINASTIA INFINITA DE LA TODAVIA SECRETA INVASION,13.5,"James Towe, Matt Horak, Robbie Thompson",MARVEL COMICS,Panini Comics,SPIDERMAN / MASACRE: LA CRISIS DE LA DINASTIA INFINITA DE LA TODAVIA SECRETA INVASION,17/10/2019,Rústica con solapas,128,spiderman_masacre_1.jpg
9788418061462,GOBLIN SLAYER 02,8.5,"Kousuke Kurose, Kumo Kagyu, Noboru Kannatuki",CÓMIC MANGA,Ivréa,GOBLIN SLAYER,17/10/2019,Rústica con sobrecubierta,200,goblin_slayer_2.jpg
9788418061431,MADE IN ABYSS 08,9.9,Akihito Tsukushi,CÓMIC MANGA,Ivréa,MADE IN ABYSS,17/10/2019,Rústica con sobrecubierta,200,made_abyss_8.jpg
9788416986682,ARCHIVOS EL PLANETA DE LOS SIMIOS 03: EN BUSCA DEL PLANETA DE LOS SIMIOS (MARVEL LIMITED EDITION),39.95,"Doug Moench, Herb Trimpe, Mike Ploog, Tom Sutton",CÓMIC USA,Panini Comics,ARCHIVOS EL PLANETA DE LOS SIMIOS,17/10/2019,Cartoné,320,planeta_simios_3.jpg
9788417957063,OLYMPUS MONS 02,25.0,"Christophe Bec, Didier Convard, Stephano Raffaele",CÓMIC EUROPEO,Yermo Ediciones,OLYMPUS MONS,17/10/2019,Cartoné,104,olympus_mons_2.jpg
9788494730368,SUPER NINTENDO LEGENDS,32.95,Varios autores,LIBROS TEÓRICOS,Game Press,SUPER NINTENDO LEGENDS,17/10/2019,Cartoné,220,nintendo_legends.jpg
9788494730375,UN PASADO MEJOR: LA EDAD DE ORO DEL SOFTWARE ESPANOL,25.95,Atila Merino,LIBROS TEÓRICOS,Game Press,LIBROS VIDEOJUEGOS,17/10/2019,Cartoné,184,pasado_mejor.jpg
9788417442484,EL BESO NUMERO 8,19.9,"Colleen Af Venable, Ellen T. Crenshaw",CÓMIC EUROPEO,La Cúpula,EL BESO NUMERO 8,17/10/2019,Rústica con solapas,324,beso_8.png
9788417575427,SALTO,24.0,Mark Bellido,CÓMIC EUROPEO,Astiberri,SALTO,17/10/2019,Cartoné,368,salto.jpg
9788494980800,PIZZA CHICA Y LAS LLORONAS,14.9,Bàrbara Alca,CÓMIC EUROPEO,SAPRISTI,PIZZA CHICA Y LAS LLORONAS,16/10/2019,Rústica con solapas,128,pizza_chica.jpg
9788418026737,BATMAN: DETECTIVE COMICS 18,8.5,"Brad Walker, Peter Tomasi",UNIVERSO DC,ECC Ediciones,BATMAN: DETECTIVE COMICS,15/10/2019,Rústica,96,batman_detective_18.jpg
9788418026751,HEROES EN CRISIS 09 (de 09),2.25,"Clay Mann, Tom King",UNIVERSO DC,ECC Ediciones,HEROES EN CRISIS,15/10/2019,Grapa,24,heroes_crisis_9.jpg
9788418026805,TEEN TITANS GO! 32,2.25,"Agnes Garbowska, Amanda Deibert, Erich Owen, J. Torres","KODOMO, UNIVERSO DC",ECC Ediciones,TEEN TITANS GO!,15/10/2019,Grapa,24,teen_titans_32.jpg
9788491740629,KAMIKAZE KAITO JEANNE 04 (Ultimate Edition),11.95,Arina Tanemura,CÓMIC MANGA,Planeta Cómic,KAMIKAZE KAITO JEANNE,15/10/2019,Rústica con sobrecubierta,232,kamikaze_4.jpg
9788491740322 ,JUEGO DE TRONOS 02 (COMIC) (Nueva edicion),14.95,"Daniel Abraham, George R. R. Martin, Tommy Patterson",CÓMIC USA,Planeta Cómic,JUEGO DE TRONOS,15/10/2019,Cartoné,192,juego_tronos_2.jpg
9788418026775,BATMAN DE TOM KING 04: YO SOY BANE (Renacimiento parte 4),22.5,"Clay Mann, David Finch, Mitch Gerads, Tom King","BATMAN, UNIVERSO DC",ECC Ediciones,BATMAN DE TOM KING,15/10/2019,Cartoné,208,batman_bane.jpg
9788418026829,ZOZO ZOMBIE 01 (de 11),6.95,Yasunari Nagatoshi,"CÓMIC MANGA, INFANTIL Y JUVENIL",ECC Ediciones,ZOZO ZOMBIE,15/10/2019,Rústica,192,zozo_zombie.jpg
9788417960568,KINGDOM COME (Edicion DC Black label),25.0,"Alex Ross, Mark Waid",UNIVERSO DC,ECC Ediciones,KINGDOM COME (Edicion DC Black label),15/10/2019,Cartoné,232,kingdom_come_label.jpg
9788491734949,BOLA DE DRAC SUPER 24 (SERIE VERMELLA No 235) (Edicio en catala),2.95,Akira Toriyama,CÓMIC MANGA,Planeta Cómic,BOLA DE DRAC SUPER: SERIE VERMELLA (EN CATALA),15/10/2019,Rústica,32,bola_drac_235.jpg
9788491739005,EL PUNO DE LA ESTRELLA DEL NORTE 03 (de 18),12.95,"Buronson, Tetsuo Hara",CÓMIC MANGA,Planeta Cómic,EL PUNO DE LA ESTRELLA DEL NORTE,15/10/2019,Rústica con sobrecubierta,298,pu_o_estrella_norte_3.jpg
9788491735007,BOLA DE DRAC: AQUELLA VEGADA QUE EM VAIG REENCARNAR I ERA EN YAMCHA (Edicio en catala) ,6.95,"Akira Toriyama, Dragon Garow Lee",CÓMIC MANGA,Planeta Cómic,DRAGON BALL: AQUELLA VEZ QUE ME REENCARNE EN YAMCHA,15/10/2019,Cartoné con sobrecubierta,144,bola_yamcha.jpg
9788491740209,MW (nueva edicion),30.0,Osamu Tezuka,CÓMIC MANGA,Planeta Cómic,MW (nueva edicion),15/10/2019,Cartoné,592,mw.jpg
9788491736639,VIAJE A AGARTHA (DEEP BELOW 2-EN-1),16.95,Makoto Shinkai,CÓMIC MANGA,Planeta Cómic,VIAJE A AGARTHA,15/10/2019,Rústica con sobrecubierta,384,viaje_agartha.jpg
9788416543564,LA CHICA QUE SALTABA A TRAVES DEL TIEMPO,8.95,"Ranmaru Kotone, Yasutaka Tsutsui",CÓMIC MANGA,Planeta Cómic,LA CHICA QUE SALTABA A TRAVES DEL TIEMPO,15/10/2019,Cartoné con sobrecubierta,200,chica_saltaba_tiempo.jpg
9788491739784,DRAGON BALL: BROLY (Novela),15.95,Akira Toriyama,CÓMIC MANGA,Planeta Cómic,DRAGON BALL: BROLY (Novela),15/10/2019,Rústica con solapas,200,dragonball_novela.jpg
9788491733171,DRAGON QUEST 25 ANIVERSARIO HISTORIA DE LA AVENTURA,40.0,Akira Toriyama,LIBROS TEÓRICOS,Planeta Cómic,DRAGON QUEST 25 ANIVERSARIO HISTORIA DE LA AVENTURA,15/10/2019,Cartoné con sobrecubierta,448,dragon_quest_aniversario.jpg
9788491740094,PLANETA MANGA 01,4.95,Varios autores,CÓMIC MANGA,Planeta Cómic,PLANETA MANGA,15/10/2019,Rústica,320,planeta_manga.jpg
9788491469216,DRAGON BALL ILUSTRACIONES COMPLETAS (Nueva edicion),30.0,Akira Toriyama,ARTBOOK,Planeta Cómic,DRAGON BALL ILUSTRACIONES COMPLETAS (Nueva edicion),15/10/2019,Cartoné,244,dragon_ilustraciones.jpg
9788418026720,BATMAN 91 / 36,3.5,"Jorge Fornés, Mikel Janín, Tom King",UNIVERSO DC,ECC Ediciones,BATMAN (Serie mensual),15/10/2019,Grapa,48,batman_36.jpg
9788418026744,LIGA DE LA JUSTICIA 93 / 15,3.5,"Francis Manapul, Jorge Jiménez, Scott Snyder",UNIVERSO DC,ECC Ediciones,LIGA DE LA JUSTICIA (Serie mensual),15/10/2019,Grapa,48,liga_justicia_15.jpg
9788418026782,HAWKMAN 02: CATACLISMO,12.5,"Bryan Hitch, Robert Venditti",UNIVERSO DC,ECC Ediciones,HAWKMAN,15/10/2019,Rústica,112,hawkman_2.jpg
9788418026799,FLEX MENTALLO,16.95,"Frank Quitely, Grant Morrison",VERTIGO,ECC Ediciones,FLEX MENTALLO,15/10/2019,Cartoné,128,flex_mentallo.jpg
9788491740612,KAMIKAZE KAITO JEANNE 03 (Ultimate Edition),11.95,Arina Tanemura,CÓMIC MANGA,Planeta Cómic,KAMIKAZE KAITO JEANNE,15/10/2019,Rústica con sobrecubierta,232,kamikaze_3.jpg
9788491740490,I''S 03 (Edición Kanzenban),11.95,Masakazu Katsura,CÓMIC MANGA,Planeta Cómic,I''S,15/10/2019,Rústica con sobrecubierta,256,32230000301_G.jpg
9788418026812,DC SUPER HERO GIRLS: EN EL ESPACIO EXTERIOR (Kodomo),14.95,"Agnes Garbowska, Shea Fontana",UNIVERSO DC,ECC Ediciones,DC SUPER HERO GIRLS,15/10/2019,Rústica,144,hero_girls_espacio_exterior.jpg
9788418026768,DCSOS 01 (de 06),2.95,"James Harren, Stefano Gaudiano, Tom Taylor, Trevor Hairsine",UNIVERSO DC,ECC Ediciones,DCSOS,15/10/2019,Grapa,32,dcsos.jpg
9788418026836,MY HOME HERO,8.95,"Masashi Asaki, Naoki Yamakawa",CÓMIC MANGA,ECC Ediciones,MY HOME HERO,15/10/2019,Rústica,192,home_hero.jpg
9788491734802,DRAGON BALL SUPER 24 (SERIE ROJA No 235),2.95,Akira Toriyama,CÓMIC MANGA,Planeta Cómic,DRAGON BALL SUPER: SERIE ROJA,15/10/2019,Rústica,32,dragonball_235.jpg
9788491734857,DRAGON HEAD 01 (de 05),16.95,Minetaro Mochizuki,CÓMIC MANGA,Planeta Cómic,DRAGON HEAD,15/10/2019,Rústica con sobrecubierta,432,dragon_head.jpg
