ISBN,Título,Precio,Autores,Colecciones,Editoriales,Series,Fecha de venta,Formato,Páginas,Nombre Imagen
9788418026119,HARLEY QUINN 34 / 04,8.5,"John Timms, Sam Humphries, Sami Basri",UNIVERSO DC,ECC Ediciones,HARLEY QUINN,1/10/2019,Rústica,96,harley.jpg
9788418026140,SONIC THE HEDGEHOG 05,2.25,"Evan Stanley, Tracy Yardley","CÓMIC USA, KODOMO",ECC Ediciones,SONIC THE HEDGEHOG,1/10/2019,Grapa,24,sonic_5.jpg
9788418026157,TEEN TITANS GO! 04: SALVAR LA CITA,5.95,"Amy Wolfram, Chris Gugliotti, Jorge Corona, Lea Hernández, Merrill Hagan, Sholly Fisch","KODOMO, UNIVERSO DC",ECC Ediciones,TEEN TITANS GO!,1/10/2019,Rústica,72,teen_titans_4.jpg
9788417989026,LA CASA DE LA PLAYA,22.0,"Séverine Vidal, Victor L. Pinel",CÓMIC EUROPEO,Nuevo Nueve,LA CASA DE LA PLAYA,1/10/2019,Cartoné,176,casa_playa.jpg
9788417318482,INCUBOS,20.0,Michele Penco,CÓMIC EUROPEO,Ponent Mon,INCUBOS,1/10/2019,Cartoné,76,incubos.jpg
9780241413074,MARVEL: LA ENCICLOPEDIA. INTRODUCCION DE STAN LEE,29.9,"Stan Lee, Varios autores",LIBROS TEÓRICOS,DKespañol,MARVEL: LA ENCICLOPEDIA,1/10/2019,Cartoné,448,enciclopedia_marvel.jpg
9788417960957,COMPENDIO DE LA VERDADERA HISTORIA UNIVERSAL,15.95,Shintaro Kago,CÓMIC MANGA,ECC Ediciones,COMPENDIO DE LA VERDADERA HISTORIA UNIVERSAL,1/10/2019,Rústica con sobrecubierta,168,compendio_historia_univ.jpg
9788418026133,SUPERMAN 03: MULTIPLICIDAD,17.95,"Ed Benes, Jorge Jiménez, Patrick Gleason, Peter Tomasi",UNIVERSO DC,ECC Ediciones,SUPERMAN,1/10/2019,Cartoné,168,superman_3_2.jpg
9788418026102,WONDER WOMAN 31 / 17,8.5,"Emanuela Lupacchino, G. Willow Wilson, Jesús Merino, Xermanico",UNIVERSO DC,ECC Ediciones,WONDER WOMAN,1/10/2019,Rústica,96,wonder_woman_17.jpg
9788418026126,LAS AVENTURAS DE LOS SUPERHIJOS 09,2.25,"Carlo Barberi, Peter Tomasi",UNIVERSO DC,ECC Ediciones,LAS AVENTURAS DE LOS SUPERHIJOS (Serie mensual),1/10/2019,Grapa,24,aventuras_superhijos_9.jpg
9788417178239,"EMMY NOETHER, PASION POR LA MATEMATICAS",10.0,"José Pérez Zarzo, Santi Selvi",CÓMIC EUROPEO,Bang,"EMMY NOETHER, PASION POR LA MATEMATICAS",1/10/2019,Cartoné,64,emmy_noether.jpg
9788417511883,MI AMIGO LUIS Y OTRAS HISTORIAS,17.9,Carlos Giménez,CÓMIC EUROPEO,Reservoir Books,MI AMIGO LUIS Y OTRAS HISTORIAS,30/9/2019,Cartoné,96,amigo_luis.jpg
9788440650467,MAGOS DEL HUMOR 58: !PESADIIILLAAA...! (MORTADELO Y FILEMON),14.9,Francisco Ibáñez,MAGOS DEL HUMOR,Bruguera,MORTADELO Y FILEMON (MAGOS DEL HUMOR),30/9/2019,Cartoné,48,pesadilla.jpg
9788402423078,OLE MORTADELO 211: URGENCIAS DEL HOSPITAL... !FATAL!,5.9,Francisco Ibáñez,CÓMIC EUROPEO,Ediciones B,MORTADELO Y FILEMON,30/9/2019,Rústica,48,ole_mortadelo_211.jpg
9788440639769,SUPER HUMOR MORTADELO 5,18.9,Francisco Ibáñez,CÓMIC EUROPEO,Ediciones B,MORTADELO Y FILEMON,30/9/2019,Cartoné,320,super_humor_8_2.jpg
9788417247560,TRAUMITAS,15.95,Mercrominah,CÓMIC EUROPEO,Random Cómics,TRAUMITAS,30/9/2019,Rústica con solapas,144,traumitas.jpg
9788417424930,BRUJAS OSCURAS Y LUMINOSAS,24.95,Mariana Pérez-Duarte,INFANTIL Y JUVENIL,Ediciones B,BRUJAS OSCURAS Y LUMINOSAS,30/9/2019,Cartoné,64,brujas.jpg
9788402423047,LO MEJOR DE DELIRANTA ROCOCO,25.9,Martz Schmidt,CÓMIC EUROPEO,Bruguera,LO MEJOR DE DELIRANTA ROCOCO,30/9/2019,Cartoné,192,deliranta_rococo.jpg
9788402423092,MAGOS DEL HUMOR 202: EL BULLYNG DE LAS SORPRESAS (SUPERLOPEZ),14.9,Jan,MAGOS DEL HUMOR,Ediciones B,MORTADELO Y FILEMON (MAGOS DEL HUMOR),30/9/2019,Cartoné,48,superlopez_202.jpg
9788440639790,SUPER HUMOR MORTADELO 8,18.9,Francisco Ibáñez,CÓMIC EUROPEO,Ediciones B,MORTADELO Y FILEMON,30/9/2019,Cartoné,320,super_humor_8.jpg
9788417809027,HEROES SECRETOS DE LA HISTORIA DE ESPANA,16.9,El Fisgón Histórico,CÓMIC EUROPEO,Ediciones B,HEROES SECRETOS DE LA HISTORIA DE ESPANA,30/9/2019,Rústica con solapas,,heroes_secretos.jpg
9788467936711,GUARDIANES DE LA NOCHE 07,8.0,Koyoharu Gotouge,CÓMIC MANGA,NORMA Editorial,GUARDIANES DE LA NOCHE,27/9/2019,Rústica con sobrecubierta,204,guardianes_noche_7.jpg
9788467935271,KAGENO TAMBIEN QUIERE DISFRUTAR DE LA JUVENTUD 03,8.0,Yuka Kitagawa,CÓMIC MANGA,NORMA Editorial,KAGENO TAMBIEN QUIERE DISFRUTAR DE LA JUVENTUD,27/9/2019,Rústica con sobrecubierta,176,kageno_3.jpg
9788467937237,FIRE FORCE 12,8.0,Atsushi Ohkubo,CÓMIC MANGA,NORMA Editorial,FIRE FORCE,27/9/2019,Rústica con sobrecubierta,192,fire_force_12.jpg
9788467938791,ATAQUE A LOS TITANES: ANTES DE LA CAIDA 15,8.0,"Hajime Isayama, Ryo Suzukaze, Satoshi Shiki, Shibamoto",CÓMIC MANGA,NORMA Editorial,ATAQUE A LOS TITANES: ANTES DE LA CAIDA,27/9/2019,Rústica con sobrecubierta,216,titanes_caida_15.jpg
9788467937183,HINOWA GA CRUSH! 02,8.0,"Strelka, Takahiro",CÓMIC MANGA,NORMA Editorial,HINOWA GA CRUSH!,27/9/2019,Rústica con sobrecubierta,188,hinowa_crush_2.jpg
9788467936841,"YONA, LA PRINCESA DEL AMANECER 21",8.0,Mizuho Kusanagi,CÓMIC MANGA,NORMA Editorial,"YONA, LA PRINCESA DEL AMANECER",27/9/2019,Rústica con sobrecubierta,192,yona_21.jpg
9788467939552,UN GEEK EN JAPON (edicion de bolsillo),16.0,Hector García (Kirai),LIBROS TEÓRICOS,NORMA Editorial,UN GEEK EN JAPON (edicion de bolsillo),27/9/2019,Rústica,344,geek_japon.jpg
9788467939392,COREA DEL NORTE: PUERTA ABIERTA AL PAIS MAS ENIGMATICO DEL MUNDO,24.5,Marc Bernabé,LIBROS TEÓRICOS,NORMA Editorial,COREA DEL NORTE: PUERTA ABIERTA AL PAIS MAS ENIGMATICO DEL MUNDO,27/9/2019,Rústica,296,corea_norte.jpg
9788467937695,ISSAK 01,8.0,"DOUBLE-S, Shinji Makari",CÓMIC MANGA,NORMA Editorial,ISSAK,27/9/2019,Rústica con sobrecubierta,212,issak.jpg
9788467937626,ALIENS VERSUS DEPREDADOR: LA SAGA ORIGINAL 02,21.0,"Chris Warner, Phill Norwood, Randy Stradley, Varios autores",CÓMIC USA,NORMA Editorial,ALIENS VERSUS DEPREDADOR: LA SAGA ORIGINAL,27/9/2019,Cartoné,192,aliens_depredador_2.jpg
9788467937602,"THE WICKED + THE DIVINE 05: FASE IMPERIAL, PRIMERA PARTE",19.5,"Jamie McKelvie, Kieron Gillen, Wilson Cowles",CÓMIC USA,NORMA Editorial,THE WICKED + THE DIVINE,27/9/2019,Rústica,200,the_wickend_5.jpg
9788467937589,THE SHAOLIN COWBOY 02: BUFE DE EXTRAS,27.0,"Dave Stewart, Geof Darrow",CÓMIC USA,NORMA Editorial,THE SHAOLIN COWBOY,27/9/2019,Cartoné,136,shaolin_cowboy_2.jpg
9788467937572,THE OCTOBER FACTION 01,17.5,"Damien Worm, Steve Niles",CÓMIC USA,NORMA Editorial,THE OCTOBER FACTION,27/9/2019,Rústica,148,october_faction.jpg
9788467937510,HARRY POTTER: LUGARES MAGICOS. UN ALBUM DE ESCENAS DE PAPEL,29.95,"Jody Revenson, Scott Buoncristiano",HARRY POTTER,NORMA Editorial,HARRY POTTER: LUGARES MAGICOS. UN ALBUM DE ESCENAS DE PAPEL,27/9/2019,Cartoné,20,harry_lugares_magicos.jpg
9788467939170,THORGAL 36: ANIEL (Edicion en rustica),14.0,"Grzegorz Rosinski, Yves Sente",PANDORA,NORMA Editorial,THORGAL,27/9/2019,Rústica,48,thorgal_rustica.jpg
9788467939194,LAS GRANDES BATALLAS NAVALES 06: HAMPTON ROADS,18.0,"Denis Béchu, Jean-Ives Delitte",CÓMIC EUROPEO,NORMA Editorial,LAS GRANDES BATALLAS NAVALES,27/9/2019,Cartoné,56,batallas_navales_6.jpg
9788467939521,CARVALHO 02: LA SOLEDAD DEL MANAGER,19.5,"Bartolome Seguí, Hernán Migoya, Manuel Vázquez Montalbán",CÓMIC EUROPEO,NORMA Editorial,CARVALHO,27/9/2019,Cartoné,80,carvalho_2.jpg
9788467939545,VICTUS 03: VICTUS (Edicio en catala),17.0,"Albert Sánchez Piñol, Carles Santamaría, Cesc Dalmases",CÓMIC EUROPEO,NORMA Editorial,VICTUS,27/9/2019,Cartoné,56,victus_3_cata.jpg
9788467939217,LEONARDO DA VINCI: EL RENACIMIENTO DEL MUNDO,24.0,"Ariel Vittori, Marwan Kahil",CÓMIC EUROPEO,NORMA Editorial,LEONARDO DA VINCI: EL RENACIMIENTO DEL MUNDO,27/9/2019,Cartoné,124,leonardo_renacimiento_1.jpg
9788467938173,FAVOLE (Edicion integral) (Nueva edicion),25.0,Victoria Francés,CÓMIC EUROPEO,NORMA Editorial,FAVOLE (Edicion integral),27/9/2019,Cartoné,248,favole.jpg
9788467935233,PAREDES QUE NOS SEPARAN 03,8.0,Haru Tsukishima,CÓMIC MANGA,NORMA Editorial,PAREDES QUE NOS SEPARAN,27/9/2019,Rústica con sobrecubierta,180,paredes_separan_3.jpg
9788467928174,CARD CAPTOR SAKURA 01,9.95,CLAMP,CÓMIC MANGA,NORMA Editorial,CARD CAPTOR SAKURA,27/9/2019,Rústica con sobrecubierta,252,sakura.jpg
9788467934861,THE LEGEND OF ZELDA: TWILIGHT PRINCESS 05,8.0,Akira Himekawa,CÓMIC MANGA,NORMA Editorial,THE LEGEND OF ZELDA,27/9/2019,Rústica con sobrecubierta,192,legend_zelda_5.jpg
9788467935653,"IM, EL SUMO SACERDOTE IMHOTEP 09",8.0,Makoto Morishita,CÓMIC MANGA,NORMA Editorial,"IM, EL SUMO SACERDOTE IMHOTEP",27/9/2019,Rústica con sobrecubierta,188,im_9.jpg
9788467937299,THE SEVEN DEADLY SINS 34,8.0,Nakaba Suzuki,CÓMIC MANGA,NORMA Editorial,THE SEVEN DEADLY SINS,27/9/2019,Rústica con sobrecubierta,192,deadly_sins_34.jpg
9788467937206,JAGAAN 02,8.0,"Kensuke Nishida, Muneyuki Kaneshiro",CÓMIC MANGA,NORMA Editorial,JAGAAN,27/9/2019,Rústica con sobrecubierta,224,jagaan_2.jpg
9788467936834,"YONA, LA PRINCESA DEL AMANECER 20",8.0,Mizuho Kusanagi,CÓMIC MANGA,NORMA Editorial,"YONA, LA PRINCESA DEL AMANECER",27/9/2019,Rústica con sobrecubierta,192,yona_20.jpg
9788467936766,THE PROMISED NEVERLAND 09,8.0,Kaiu Shirai,CÓMIC MANGA,NORMA Editorial,THE PROMISED NEVERLAND,27/9/2019,Cartoné,192,promised_neverland_9.jpg
9788467936278, PONE EL ARTE DE POSUKA DEMIZU,19.0,Posuka Demizu,ARTBOOK,NORMA Editorial,PONE EL ARTE DE POSUKA DEMIZU,27/9/2019,Rústica con solapas,192,pone_arte.jpg
9788467938692,COLOR RECIPE 01 (de 02),9.5,Harada,CÓMIC MANGA,NORMA Editorial,COLOR RECIPE,27/9/2019,Rústica con sobrecubierta,184,color_recipe.jpg
9788467938890,"SERAPH OF THE END: GUREN ICHINOSE, CATASTROFE A LOS DIECISEIS 01",8.0,"Asami Yo, Kagami",CÓMIC MANGA,NORMA Editorial,"SERAPH OF THE END: GUREN ICHINOSE, CATASTROFE A LOS DIECISEIS",27/9/2019,Rústica con sobrecubierta,204,seraph_end_catastrofe.jpg
9788467937619,RAT QUEENS 05: LA COLOSAL NADA MAGICA,17.5,"Kurtis J. Wiebe, Owen Gieni, Ryan Ferrier",CÓMIC USA,NORMA Editorial,RAT QUEENS,27/9/2019,Rústica,152,rat_quens_5.jpg
9788467937596,ARCHIE 06,18.0,"Audrey Mok, Kelly Fitzpatrick, Mark Waid",CÓMIC USA,NORMA Editorial,ARCHIE,27/9/2019,Cartoné,128,archie_6.jpg
9788467937480,HELLBOY 23. HELLBOY Y LA AIDP 1955,19.0,"Brian Churilla, Chris Roberson, Greene Sanford, Mike Mignola, Patric Reynolds, Richard Corben",UNIVERSO HELLBOY,NORMA Editorial,HELLBOY CARTONE,27/9/2019,Cartoné,144,hellboy_23.jpg
9788467937565,EL INTEGRAL DE LO NUEVO DE TANK GIRL,32.0,"Alan Grant, Jamie Hewlett, Nathan Eyring, Peter Milligan, Varios autores",CÓMIC USA,NORMA Editorial,EL INTEGRAL DE LO NUEVO DE TANK GIRL,27/9/2019,Cartoné con sobrecubierta,312,tank_girl_nuevo.jpg
9788467937428,"HARRY POTTER: LOS ARCHIVOS DE LAS PELICULAS 01. CRIATURAS DEL BOSQUE, DEL LAGO Y VOLADORAS",19.95,Jody Revenson,HARRY POTTER,NORMA Editorial,HARRY POTTER: LOS ARCHIVOS DE LAS PELICULAS,27/9/2019,Cartoné,64,hp_archivos_peliculas.jpg
9788467939187,THORGAL 36. ANIEL (Edicion en cartone),16.0,"Grzegorz Rosinski, Yves Sente",THORGAL,NORMA Editorial,THORGAL,27/9/2019,Cartoné,48,thorgal_cartones.jpg
9788467939224,COLECCION MANARA 9. PROYECCION PRIVADA,24.0,Milo Manara,"CÓMIC ERÓTICO, CÓMIC EUROPEO",NORMA Editorial,BIBLIOTECA MANARA,27/9/2019,Cartoné,112,manara_9.jpg
9788467939538,VICTUS 03: VICTUS,17.0,"Albert Sánchez Piñol, Carles Santamaría, Cesc Dalmases",CÓMIC EUROPEO,NORMA Editorial,VICTUS,27/9/2019,Cartoné,56,victus_3.jpg
9788467939200,EKHO 08: LA SIRENA DE MANHATTAN,16.0,"Alessandro Barbucci, Christophe Arleston",CÓMIC EUROPEO,NORMA Editorial,EKHO MUNDO ESPEJO,27/9/2019,Cartoné,48,ekho_8.jpg
9788467938623,EN ORBITA CON THOMAS PESQUET,28.0,Marion Montaigne,CÓMIC EUROPEO,NORMA Editorial,EN ORBITA CON THOMAS PESQUET,27/9/2019,Cartoné,208,orbita.jpg
9788467930405,POKEMON 21. DIAMANTE Y PERLA 05,12.0,"Hidenori Kusaka, Satoshi Yamamoto",CÓMIC MANGA,NORMA Editorial,POKEMON,27/9/2019,Rústica con solapas,292,pokemon_21.jpg
9788413341033,BERSERK (ED. MAXIMUM) No 14,15.0,Kentaro Miura,CÓMIC MANGA,Panini Comics,BERSERK MAXIMUM,26/9/2019,Rústica con sobrecubierta,440,berserk_14.jpg
9788413341071,GANTZ (ED. MAXIMUM) No 08,15.0,Hiroya Oku,CÓMIC MANGA,Panini Comics,GANTZ (MAXIMUM),26/9/2019,Rústica con sobrecubierta,440,gantz_8.jpg
9788417920975,JOJO'S BIZARRE ADVENTURE. PARTE 4: DIAMOND IS UNBREAKABLE 11,12.0,Hirohiko Araki,CÓMIC MANGA,Ivréa,JOJO'S BIZARRE ADVENTURE,26/9/2019,Rústica con sobrecubierta,400,jojos_11.jpg
9788413341057,FOOD WARS 21,7.95,"SHAEKISHUN, YUTO TSUKUDA",CÓMIC MANGA,Panini Comics,FOOD WARS,26/9/2019,Rústica con sobrecubierta,192,food_wars_21.jpg
9788413340746,MAD CHIMERA WORLD 01 (de 04),7.95,Seishi Kishimoto,CÓMIC MANGA,Panini Comics,MAD CHIMERA WORLD,26/9/2019,Rústica con sobrecubierta,192,mad_chimero_world_1.jpg
9788412033335,ISALINE 02: BRUJERIA ESCARCHADA,20.0,"Maxe L'Hermenier, Yllya",CÓMIC EUROPEO,Harriet Ediciones,ISALINE,26/9/2019,Cartoné,80,isaline_2.jpg
9788417956127,TELLOS,34.9,"Mike Wieringo, Todd DeZago",CÓMIC USA,Dolmen,TELLOS,26/9/2019,Cartoné,288,tellos.jpg
9788493742263,EN MIS OJOS,19.95,"Bestien Vives, Merwan Chabane",CÓMIC EUROPEO,Diábolo Ediciones,EN MIS OJOS,26/9/2019,Cartoné,140,mis_ojos.jpg
9788417575458,VIVIENDO DEL CUENTO,17.0,Juanjo Saéz,CÓMIC EUROPEO,Astiberri,JUANJO SAEZ,26/9/2019,Rústica con solapas,176,viviendo_cuento.jpg
9788491678885,"DEADWOOD DICK: NEGRO COMO LA NOCHE, ROJO COMO LA SANGRE",17.0,"Corrado Mastantuono, Michele Masiero",CÓMIC USA,Panini Comics,DEADWOOD DICK,26/9/2019,Cartoné,144,deadwood_dick.jpg
9788413341019,CROSSED 11,20.0,"Georges Duarte, Justin Jordan, Rafa Ortiz, Simon Spurrier",CÓMIC USA,Panini Comics,CROSSED,26/9/2019,Cartoné,160,crossed_11.jpg
9788413341026,APOCALIPSIS DE STEPHEN KING 03: TIERRA DE NADIE - CAE LA NOCHE (Edicion integral),30.0,"Mike Perkins, Roberto Aguirre-Sacasa, Stephen King",CÓMIC USA,Panini Comics,APOCALIPSIS DE STEPHEN KING,26/9/2019,Cartoné,328,apocalipsis_3.jpg
9788417649272,EL LEGADO DEL LOBO BLANCO: EL UNIVERSO DE GERALT DE RIVIA,19.95,Ramón Méndez,LIBROS TEÓRICOS,HÉROES DE PAPEL,LIBROS VIDEOJUEGOS,26/9/2019,Cartoné,184,legado_lobo.jpg
9788417960667,TEEN TITANS GO! 31,2.25,"Ivan Cohen, Jeremy Lawson","KODOMO, UNIVERSO DC",ECC Ediciones,TEEN TITANS GO!,26/9/2019,Grapa,24,titans_go_31.jpg
9788417820534,RIENDO BAJO LAS NUBES 04,8.5,Kemuri Karakara,CÓMIC MANGA,Milky Way Ediciones,RIENDO BAJO LAS NUBES,26/9/2019,Rústica con sobrecubierta,192,riendo_nubes_4.jpg
9788417820572,SUMMER TIME RENDER 05,8.5,Yasuki Tanaka,CÓMIC MANGA,Milky Way Ediciones,SUMMER TIME RENDER,26/9/2019,Rústica con sobrecubierta,192,summer_render_5.jpg
9788417820565,EL SUENO DEL CUCO 01 (de 02),8.5,Tamekou,CÓMIC MANGA,Milky Way Ediciones,EL SUENO DEL CUCO,26/9/2019,Rústica con sobrecubierta,176,sue_o_cuco.jpg
9788417820503,MI GIOVANNI 04,8.0,Hozumi,CÓMIC MANGA,Milky Way Ediciones,MI GIOVANNI,26/9/2019,Rústica con sobrecubierta,192,giovanni_4.jpg
9788417820527,NUESTRA SALVAJE JUVENTUD 04 (Portada alternativa),8.0,"Mari Okada, Nao Emoto",CÓMIC MANGA,Milky Way Ediciones,NUESTRA SALVAJE JUVENTUD,26/9/2019,Rústica con sobrecubierta,164,alt_salvaje_juventud.jpg
9788417858247,EL FOLLETIN ILUSTRADO,21.9,"Buba Viedma, Mad Abad",LIBROS TEÓRICOS,Lunwerg Editores,EL FOLLETIN ILUSTRADO,26/9/2019,Cartoné,176,folletin_ilustrado.jpg
9788413341064,BLEACH (ED. MAXIMUM) No 08,15.0,Tite Kubo,CÓMIC MANGA,Panini Comics,BLEACH,26/9/2019,Rústica con sobrecubierta,376,bleach_8.jpg
9788418061028,GUNNM: LAST ORDER 08,15.0,Yukito Kishiro,CÓMIC MANGA,Ivréa,GUNNM LAST ORDER,26/9/2019,Rústica con sobrecubierta,400,last_order_8.jpg
9788413341040,EL CABALLERO VAMPIRO: RECUERDOS 02,7.95,Matsuri Hino,CÓMIC MANGA,Panini Comics,EL CABALLERO VAMPIRO: RECUERDOS,26/9/2019,Rústica,192,vampiro_recuerdos_2.jpg
9788413341088,ULTRAMARINE MAGMELL 02,7.95,Di Nianmiao,CÓMIC MANGA,Panini Comics,ULTRAMARINE MAGMELL,26/9/2019,Rústica con sobrecubierta,192,ultramarine_magmel_2.jpg
9788417956219,CASACAS AZULES 1995-1997,29.95,"Raoul Cauvin, Willy Lambil",CÓMIC EUROPEO,Dolmen,CASACAS AZULES,26/9/2019,Cartoné,152,casacas_azules_13.jpg
9788409141241,1525: PAVIA,15.0,"José Antonio Sollero, Rafael Jimenez",CÓMIC EUROPEO,Cascaborra,HISTORIA DE ESPANA EN VINETAS,26/9/2019,Cartoné,64,pavia.jpg
9788413340142,KILL OR BE KILLED 02,19.95,"Ed Brubaker, Sean Phillips",CÓMIC USA,Panini Comics,KILL OR BE KILLED,26/9/2019,Cartoné,176,kill_killed_2.jpg
9788417575526,"EN OTRO LUGAR, UN POCO MAS TARDE",16.0,David Sánchez,CÓMIC EUROPEO,Astiberri,"EN OTRO LUGAR, UN POCO MAS TARDE",26/9/2019,Cartoné,84,otro_lugar_tarde.jpg
9788413340982,MARVEL EN LOS ANOS 90: LA X-PLOSION MUTANTE (DECADAS MARVEL),24.0,"Alan Davis, Chris Bachalo, Fabian Nicieza, Joe Quesada, Larry Hama, Marc Silvestri, Peter David, Scott Lobdell",MARVEL COMICS,Panini Comics,DECADAS MARVEL,26/9/2019,Cartoné,240,decadas_90.jpg
9788413340111,SUNSTONE 06,22.0,StjepanSejic,CÓMIC USA,NOW EVOLUTION,SUNSTONE,26/9/2019,Cartoné,200,sunstone_6.jpg
9788417058517,DOCTOR WHO: LAS FUENTES DE LA ETERNIDAD,12.0,"Richard Dinnick, Varios autores",CÓMIC USA,Fandogamia,DOCTOR WHO,26/9/2019,Rústica,128,dr_who_2.jpg
9788417960506,KAMANDI: EL ULTIMO CHICO DE LA TIERRA 01 (de 02),38.0,Jack Kirby,UNIVERSO DC,ECC Ediciones,KAMANDI: EL ULTIMO CHICO DE LA TIERRA,26/9/2019,Cartoné,464,kamandi.jpg
9788417820459,INNOCENT ROUGE 02,8.5,Shin'ichi Sakamoto,CÓMIC MANGA,Milky Way Ediciones,INNOCENT ROUGE,26/9/2019,Rústica con sobrecubierta,212,innocent_rouge_2.jpg
9788417820480,GOLDEN KAMUY 15,8.5,Satoru Noda,CÓMIC MANGA,Milky Way Ediciones,GOLDEN KAMUY,26/9/2019,Rústica con sobrecubierta,194,kamuy_15.jpg
9788417820510,KIZU,8.5,"Hiro Kiyohara, Otsuichi",CÓMIC MANGA,Milky Way Ediciones,KIZU,26/9/2019,Rústica con sobrecubierta,204,kizu.jpg
9788417820558,CHILDREN OF THE WHALES 13,8.0,Abi Umeda,CÓMIC MANGA,Milky Way Ediciones,CHILDREN OF THE WALES,26/9/2019,Rústica con sobrecubierta,160,whales_13.jpg
9788417820527,NUESTRA SALVAJE JUVENTUD 04,8.0,"Mari Okada, Nao Emoto",CÓMIC MANGA,Milky Way Ediciones,NUESTRA SALVAJE JUVENTUD,26/9/2019,Rústica con sobrecubierta,164,salvaje_juventud_2.jpg
9788416435586,NILS 02: CYAN,18.0,"Felix Carrion, Hamon",CÓMIC EUROPEO,Kraken,NILS,26/9/2019,Cartoné,52,nils_2.jpg
9788417318437,LA MISION DE ALOU: UNA MATERNIDAD ROJA,32.0,Christian Lax,CÓMIC EUROPEO,Ponent Mon,LA MISION DE ALOU: UNA MATERNIDAD ROJA,25/9/2019,Cartoné,144,mision_alou.jpg
9788417617219,BUBBLEGUM BOY,16.0,María Ramos,INFANTIL Y JUVENIL,Fulgencio Pimentel,BUBBLEGUM BOY,25/9/2019,Cartoné,36,bubblegum_boy.jpg
9788494978234,DYNAMIC HEROES 01 (de 04) (Edicio en catala) ,10.95,"Go Nagai, Kazuhiro Ochi",CÓMIC MANGA,OOSO Comics,DYNAMIC HEROES,23/9/2019,Rústica con sobrecubierta,176,cat_dynamic_heroes.jpg
9788494978227,DYNAMIC HEROES 01 (de 04),10.95,"Go Nagai, Kazuhiro Ochi",CÓMIC MANGA,OOSO Comics,DYNAMIC HEROES,23/9/2019,Rústica con sobrecubierta,176,dynamic_heroes.jpg
9788418026195,DETECTIVE COMICS: 80 ANOS DE BATMAN (Edicion especial limitada),60.0,Varios autores,UNIVERSO DC,ECC Ediciones,DETECTIVE COMICS: 80 ANOS DE BATMAN (Edicion especial limitada),19/9/2019,Cartoné,416,batman_limitado.jpg
9788417960674,INDIGNO DE SER HUMANO 01 (de 03),9.95,Junji Ito,CÓMIC MANGA,ECC Ediciones,INDIGNO DE SER HUMANO,19/9/2019,Rústica,216,indigno_humano.jpg
9788417960971,SUPERMAN 89 / 10,3.5,"Brandon Peterson, Brian Michael Bendis, Ivan Reis, Steve Epting",UNIVERSO DC,ECC Ediciones,SUPERMAN (Serie mensual),19/9/2019,Grapa,48,superman_10.jpg
9788417960889,SUPERMAN: ANO UNO. LIBRO UNO,12.95,"Frank Miller, John Romita Jr.",UNIVERSO DC,ECC Ediciones,SUPERMAN: ANO UNO,19/9/2019,Cartoné,64,superman_a_o_uno.jpg
9788417960865,LIGA DE LA JUSTICIA 03: INTEMPORALES,17.95,"Bryan Hitch, Jesús Merino, Matthew Clark",UNIVERSO DC,ECC Ediciones,LIGA DE LA JUSTICIA DE BRYAN HITCH,19/9/2019,Cartoné,152,liga_justicia_3_2.jpg
9788417722838,FLASHPOINT XP 03 (de 04),40.0,"Geoff Johns, Scott Snyder, Varios autores",UNIVERSO DC,ECC Ediciones,FLASHPOINT XP,19/9/2019,Cartoné,400,flashpoint_3.jpg
9788417960926,BIZARRO (Kodomo),14.95,"Gustavo Duarte, Heath Corson",UNIVERSO DC,ECC Ediciones,BIZARRO,19/9/2019,Rústica,144,bizarro.jpg
9788417960988,EL GREEN LANTERN 88 / 06,2.25,"Grant Morrison, Liam Sharp",UNIVERSO DC,ECC Ediciones,GREEN LANTERN (Serie mensual),19/9/2019,Grapa,24,green_lantern_6.jpg
9788417908188,KAKEGURUI TWIN 06,8.95,"Homura Kawamoto, Kei Saiki",CÓMIC MANGA,ECC Ediciones,KAKEGURUI TWIN,19/9/2019,Rústica,192,kakegurui_twin_6.jpg
9788417575441,DENTRO DE LOS YOKAIS,20.0,Shigeru Mizuki,LIBROS TEÓRICOS,Astiberri,DENTRO DE LOS YOKAIS,19/9/2019,Cartoné,96,dentro_yokais.jpg
9788417956202,KINGDOM HEARTS: LA GUIA DEL REINO DE LOS CORAZONES,19.95,Miguel Martínez,LIBROS TEÓRICOS,Dolmen,LIBROS VIDEOJUEGOS,19/9/2019,Cartoné,208,kingdom_hearts_guia.jpg
9788413340913,IRON MAN DE KIERON GILLEN 02: EL ORIGEN SECRETO DE TONY STARK (Marvel Now! Deluxe),27.0,"Dale Eaglesham, Greg Land, Kieron Gillen",MARVEL COMICS,Panini Comics,IRON MAN DE KIERON GILLEN,19/9/2019,Cartoné,272,iron_man_2.jpg
9788413340821,MARVEL KNIGHTS: 20 ANOS,16.0,"Donny Cates, Matthew Rosenberg, Niko Henrichon, Tini Howard, Travel Foreman",MARVEL COMICS,Panini Comics,MARVEL KNIGHTS: 20 ANOS,19/9/2019,Rústica,160,marvel_knights.jpg
9788417442477,DAME UN BESO,19.9,El Don Guillermo,CÓMIC EUROPEO,La Cúpula,DAME UN BESO,19/9/2019,Rústica con solapas,204,dame_beso.jpg
